,Date_Time,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_Of_Week,Load_Type,Hour,DayOfWeek
50,2018-01-01 12:45:00,3.67,0.0,16.67,0.0,100.0,21.5,45900,Weekday,Monday,Light_Load,12,0
51,2018-01-01 13:00:00,3.67,0.0,16.63,0.0,100.0,21.55,46800,Weekday,Monday,Light_Load,13,0
52,2018-01-01 13:15:00,4.25,0.0,23.33,0.0,100.0,17.92,47700,Weekday,Monday,Light_Load,13,0
53,2018-01-01 13:30:00,3.64,0.0,16.74,0.0,100.0,21.25,48600,Weekday,Monday,Light_Load,13,0
54,2018-01-01 13:45:00,3.67,0.0,16.99,0.0,100.0,21.11,49500,Weekday,Monday,Light_Load,13,0
55,2018-01-01 14:00:00,4.28,0.0,23.4,0.0,100.0,17.99,50400,Weekday,Monday,Light_Load,14,0
56,2018-01-01 14:15:00,3.64,0.0,16.67,0.0,100.0,21.33,51300,Weekday,Monday,Light_Load,14,0
57,2018-01-01 14:30:00,3.78,0.0,18.25,0.0,100.0,20.28,52200,Weekday,Monday,Light_Load,14,0
58,2018-01-01 14:45:00,4.1,0.0,22.1,0.0,100.0,18.24,53100,Weekday,Monday,Light_Load,14,0
59,2018-01-01 15:00:00,3.64,0.0,16.7,0.0,100.0,21.3,54000,Weekday,Monday,Light_Load,15,0
60,2018-01-01 15:15:00,3.92,0.0,19.33,0.0,100.0,19.87,54900,Weekday,Monday,Light_Load,15,0
61,2018-01-01 15:30:00,4.1,0.0,21.35,0.0,100.0,18.86,55800,Weekday,Monday,Light_Load,15,0
62,2018-01-01 15:45:00,3.6,0.0,16.81,0.0,100.0,20.94,56700,Weekday,Monday,Light_Load,15,0
63,2018-01-01 16:00:00,3.96,0.0,20.45,0.0,100.0,19.01,57600,Weekday,Monday,Light_Load,16,0
64,2018-01-01 16:15:00,4.0,0.0,20.77,0.0,100.0,18.91,58500,Weekday,Monday,Light_Load,16,0
65,2018-01-01 16:30:00,3.6,0.0,16.81,0.0,100.0,20.94,59400,Weekday,Monday,Light_Load,16,0
66,2018-01-01 16:45:00,4.07,0.0,21.64,0.0,100.0,18.48,60300,Weekday,Monday,Light_Load,16,0
67,2018-01-01 17:00:00,3.82,0.0,19.19,0.0,100.0,19.52,61200,Weekday,Monday,Light_Load,17,0
68,2018-01-01 17:15:00,3.56,0.0,16.96,0.0,100.0,20.54,62100,Weekday,Monday,Light_Load,17,0
69,2018-01-01 17:30:00,4.1,0.0,23.51,0.0,100.0,17.18,63000,Weekday,Monday,Light_Load,17,0
70,2018-01-01 17:45:00,3.6,0.0,17.39,0.0,100.0,20.27,63900,Weekday,Monday,Light_Load,17,0
71,2018-01-01 18:00:00,3.6,0.0,17.35,0.0,100.0,20.32,64800,Weekday,Monday,Light_Load,18,0
72,2018-01-01 18:15:00,4.0,0.0,8.96,0.0,100.0,40.77,65700,Weekday,Monday,Light_Load,18,0
73,2018-01-01 18:30:00,3.42,0.0,5.47,0.0,100.0,53.01,66600,Weekday,Monday,Light_Load,18,0
74,2018-01-01 18:45:00,3.67,0.0,16.24,0.0,100.0,22.04,67500,Weekday,Monday,Light_Load,18,0
75,2018-01-01 19:00:00,4.07,0.0,22.57,0.0,100.0,17.75,68400,Weekday,Monday,Light_Load,19,0
76,2018-01-01 19:15:00,3.53,0.0,17.39,0.0,100.0,19.89,69300,Weekday,Monday,Light_Load,19,0
77,2018-01-01 19:30:00,3.85,0.0,20.74,0.0,100.0,18.25,70200,Weekday,Monday,Light_Load,19,0
78,2018-01-01 19:45:00,3.96,0.0,20.88,0.0,100.0,18.63,71100,Weekday,Monday,Light_Load,19,0
79,2018-01-01 20:00:00,3.56,0.0,17.35,0.0,100.0,20.1,72000,Weekday,Monday,Light_Load,20,0
80,2018-01-01 20:15:00,4.03,0.0,22.54,0.0,100.0,17.6,72900,Weekday,Monday,Light_Load,20,0
81,2018-01-01 20:30:00,3.74,0.0,19.55,0.0,100.0,18.79,73800,Weekday,Monday,Light_Load,20,0
82,2018-01-01 20:45:00,3.56,0.0,17.42,0.0,100.0,20.02,74700,Weekday,Monday,Light_Load,20,0
83,2018-01-01 21:00:00,4.21,0.0,24.26,0.0,100.0,17.1,75600,Weekday,Monday,Light_Load,21,0
84,2018-01-01 21:15:00,3.56,0.0,17.75,0.0,100.0,19.66,76500,Weekday,Monday,Light_Load,21,0
85,2018-01-01 21:30:00,3.53,0.0,17.42,0.0,100.0,19.86,77400,Weekday,Monday,Light_Load,21,0
86,2018-01-01 21:45:00,4.25,0.0,25.2,0.0,100.0,16.63,78300,Weekday,Monday,Light_Load,21,0
87,2018-01-01 22:00:00,3.53,0.0,17.5,0.0,100.0,19.77,79200,Weekday,Monday,Light_Load,22,0
88,2018-01-01 22:15:00,3.56,1.44,10.08,0.0,92.7,33.3,80100,Weekday,Monday,Light_Load,22,0
89,2018-01-01 22:30:00,3.67,4.21,0.0,0.0,65.71,100.0,81000,Weekday,Monday,Light_Load,22,0
90,2018-01-01 22:45:00,3.24,3.35,0.0,0.0,69.52,100.0,81900,Weekday,Monday,Light_Load,22,0
91,2018-01-01 23:00:00,3.53,3.74,0.0,0.0,68.64,100.0,82800,Weekday,Monday,Light_Load,23,0
92,2018-01-01 23:15:00,3.53,3.42,0.0,0.0,71.82,100.0,83700,Weekday,Monday,Light_Load,23,0
93,2018-01-01 23:30:00,3.24,2.95,0.0,0.0,73.94,100.0,84600,Weekday,Monday,Light_Load,23,0
94,2018-01-01 23:45:00,3.67,3.96,0.0,0.0,67.97,100.0,85500,Weekday,Monday,Light_Load,23,0
95,2018-01-01 00:00:00,3.42,3.46,0.0,0.0,70.3,100.0,0,Weekday,Monday,Light_Load,0,0
96,2018-01-02 00:15:00,3.2,3.1,0.0,0.0,71.82,100.0,900,Weekday,Tuesday,Light_Load,0,1
97,2018-01-02 00:30:00,3.85,4.61,0.0,0.0,64.1,100.0,1800,Weekday,Tuesday,Light_Load,0,1
98,2018-01-02 00:45:00,3.28,3.67,0.0,0.0,66.64,100.0,2700,Weekday,Tuesday,Light_Load,0,1
99,2018-01-02 01:00:00,3.35,3.6,0.0,0.0,68.12,100.0,3600,Weekday,Tuesday,Light_Load,1,1
100,2018-01-02 01:15:00,3.89,4.72,0.0,0.0,63.6,100.0,4500,Weekday,Tuesday,Light_Load,1,1
101,2018-01-02 01:30:00,3.28,3.53,0.0,0.0,68.07,100.0,5400,Weekday,Tuesday,Light_Load,1,1
102,2018-01-02 01:45:00,3.46,3.96,0.0,0.0,65.8,100.0,6300,Weekday,Tuesday,Light_Load,1,1
103,2018-01-02 02:00:00,3.78,4.82,0.0,0.0,61.71,100.0,7200,Weekday,Tuesday,Light_Load,2,1
104,2018-01-02 02:15:00,3.31,3.53,0.0,0.0,68.4,100.0,8100,Weekday,Tuesday,Light_Load,2,1
105,2018-01-02 02:30:00,3.6,4.36,0.0,0.0,63.67,100.0,9000,Weekday,Tuesday,Light_Load,2,1
106,2018-01-02 02:45:00,3.64,4.39,0.0,0.0,63.83,100.0,9900,Weekday,Tuesday,Light_Load,2,1
107,2018-01-02 03:00:00,3.28,3.71,0.0,0.0,66.24,100.0,10800,Weekday,Tuesday,Light_Load,3,1
108,2018-01-02 03:15:00,3.71,4.57,0.0,0.0,63.03,100.0,11700,Weekday,Tuesday,Light_Load,3,1
109,2018-01-02 03:30:00,3.56,4.03,0.0,0.0,66.21,100.0,12600,Weekday,Tuesday,Light_Load,3,1
110,2018-01-02 03:45:00,3.24,3.49,0.0,0.0,68.04,100.0,13500,Weekday,Tuesday,Light_Load,3,1
111,2018-01-02 04:00:00,3.89,4.64,0.0,0.0,64.25,100.0,14400,Weekday,Tuesday,Light_Load,4,1
112,2018-01-02 04:15:00,3.28,3.42,0.0,0.0,69.22,100.0,15300,Weekday,Tuesday,Light_Load,4,1
113,2018-01-02 04:30:00,3.28,3.49,0.0,0.0,68.48,100.0,16200,Weekday,Tuesday,Light_Load,4,1
114,2018-01-02 04:45:00,3.96,4.68,0.0,0.0,64.59,100.0,17100,Weekday,Tuesday,Light_Load,4,1
115,2018-01-02 05:00:00,3.24,3.42,0.0,0.0,68.77,100.0,18000,Weekday,Tuesday,Light_Load,5,1
116,2018-01-02 05:15:00,3.46,3.78,0.0,0.0,67.52,100.0,18900,Weekday,Tuesday,Light_Load,5,1
117,2018-01-02 05:30:00,3.67,4.07,0.0,0.0,66.97,100.0,19800,Weekday,Tuesday,Light_Load,5,1
118,2018-01-02 05:45:00,3.24,3.42,0.0,0.0,68.77,100.0,20700,Weekday,Tuesday,Light_Load,5,1
119,2018-01-02 06:00:00,3.67,3.96,0.0,0.0,67.97,100.0,21600,Weekday,Tuesday,Light_Load,6,1
120,2018-01-02 06:15:00,3.53,3.78,0.0,0.0,68.25,100.0,22500,Weekday,Tuesday,Light_Load,6,1
121,2018-01-02 06:30:00,3.2,3.24,0.0,0.0,70.27,100.0,23400,Weekday,Tuesday,Light_Load,6,1
122,2018-01-02 06:45:00,3.78,4.07,0.0,0.0,68.05,100.0,24300,Weekday,Tuesday,Light_Load,6,1
123,2018-01-02 07:00:00,3.35,3.35,0.0,0.0,70.71,100.0,25200,Weekday,Tuesday,Light_Load,7,1
124,2018-01-02 07:15:00,3.53,3.49,0.0,0.0,71.11,100.0,26100,Weekday,Tuesday,Light_Load,7,1
125,2018-01-02 07:30:00,6.3,4.57,0.0,0.0,80.95,100.0,27000,Weekday,Tuesday,Light_Load,7,1
126,2018-01-02 07:45:00,6.05,4.79,0.0,0.0,78.4,100.0,27900,Weekday,Tuesday,Light_Load,7,1
127,2018-01-02 08:00:00,6.73,4.54,0.0,0.0,82.9,100.0,28800,Weekday,Tuesday,Light_Load,8,1
128,2018-01-02 08:15:00,29.02,18.83,0.07,0.0,83.89,100.0,29700,Weekday,Tuesday,Light_Load,8,1
129,2018-01-02 08:30:00,46.19,28.66,0.0,0.0,84.97,100.0,30600,Weekday,Tuesday,Light_Load,8,1
130,2018-01-02 08:45:00,52.06,35.32,0.0,0.0,82.75,100.0,31500,Weekday,Tuesday,Light_Load,8,1
131,2018-01-02 09:00:00,56.2,12.53,0.11,0.0,97.6,100.0,32400,Weekday,Tuesday,Light_Load,9,1
132,2018-01-02 09:15:00,56.84,8.32,0.0,0.0,98.95,100.0,33300,Weekday,Tuesday,Medium_Load,9,1
133,2018-01-02 09:30:00,51.26,4.54,0.94,0.0,99.61,99.98,34200,Weekday,Tuesday,Medium_Load,9,1
134,2018-01-02 09:45:00,48.13,2.34,1.15,0.0,99.88,99.97,35100,Weekday,Tuesday,Medium_Load,9,1
135,2018-01-02 10:00:00,52.81,7.06,0.54,0.0,99.12,99.99,36000,Weekday,Tuesday,Medium_Load,10,1
136,2018-01-02 10:15:00,54.79,7.52,0.14,0.0,99.07,100.0,36900,Weekday,Tuesday,Maximum_Load,10,1
137,2018-01-02 10:30:00,53.21,8.35,0.11,0.0,98.79,100.0,37800,Weekday,Tuesday,Maximum_Load,10,1
138,2018-01-02 10:45:00,80.21,32.4,0.0,0.0,92.72,100.0,38700,Weekday,Tuesday,Maximum_Load,10,1
139,2018-01-02 11:00:00,77.58,25.49,0.0,0.0,95.0,100.0,39600,Weekday,Tuesday,Maximum_Load,11,1
142,2018-01-02 11:45:00,90.86,54.29,0.0,0.0,85.84,100.0,42300,Weekday,Tuesday,Maximum_Load,11,1
144,2018-01-02 12:15:00,19.22,5.54,18.9,0.0,96.09,71.3,44100,Weekday,Tuesday,Medium_Load,12,1
145,2018-01-02 12:30:00,8.46,0.0,25.92,0.0,100.0,31.03,45000,Weekday,Tuesday,Medium_Load,12,1
146,2018-01-02 12:45:00,8.24,0.0,25.34,0.0,100.0,30.92,45900,Weekday,Tuesday,Medium_Load,12,1
147,2018-01-02 13:00:00,8.03,0.0,25.49,0.0,100.0,30.05,46800,Weekday,Tuesday,Medium_Load,13,1
148,2018-01-02 13:15:00,79.67,27.29,6.52,0.0,94.6,99.67,47700,Weekday,Tuesday,Medium_Load,13,1
149,2018-01-02 13:30:00,97.85,46.8,0.0,0.0,90.21,100.0,48600,Weekday,Tuesday,Medium_Load,13,1
151,2018-01-02 14:00:00,108.61,43.34,0.0,0.0,92.88,100.0,50400,Weekday,Tuesday,Medium_Load,14,1
152,2018-01-02 14:15:00,123.12,55.26,0.0,0.0,91.23,100.0,51300,Weekday,Tuesday,Medium_Load,14,1
154,2018-01-02 14:45:00,82.08,27.58,0.0,0.0,94.79,100.0,53100,Weekday,Tuesday,Medium_Load,14,1
156,2018-01-02 15:15:00,86.9,34.27,0.0,0.0,93.03,100.0,54900,Weekday,Tuesday,Medium_Load,15,1
158,2018-01-02 15:45:00,116.53,52.88,0.0,0.0,91.06,100.0,56700,Weekday,Tuesday,Medium_Load,15,1
161,2018-01-02 16:30:00,85.72,34.85,0.0,0.0,92.64,100.0,59400,Weekday,Tuesday,Medium_Load,16,1
163,2018-01-02 17:00:00,86.94,30.78,0.0,0.0,94.27,100.0,61200,Weekday,Tuesday,Medium_Load,17,1
164,2018-01-02 17:15:00,67.25,25.81,0.0,0.0,93.36,100.0,62100,Weekday,Tuesday,Maximum_Load,17,1
165,2018-01-02 17:30:00,115.78,50.04,0.0,0.0,91.79,100.0,63000,Weekday,Tuesday,Maximum_Load,17,1
166,2018-01-02 17:45:00,113.11,34.63,0.0,0.0,95.62,100.0,63900,Weekday,Tuesday,Maximum_Load,17,1
167,2018-01-02 18:00:00,76.75,11.74,1.04,0.0,98.85,99.99,64800,Weekday,Tuesday,Maximum_Load,18,1
168,2018-01-02 18:15:00,41.9,15.23,0.14,0.0,93.98,100.0,65700,Weekday,Tuesday,Maximum_Load,18,1
169,2018-01-02 18:30:00,37.4,19.94,0.0,0.0,88.24,100.0,66600,Weekday,Tuesday,Maximum_Load,18,1
170,2018-01-02 18:45:00,40.25,8.82,0.5,0.0,97.68,99.99,67500,Weekday,Tuesday,Maximum_Load,18,1
171,2018-01-02 19:00:00,34.92,1.98,1.58,0.0,99.84,99.9,68400,Weekday,Tuesday,Maximum_Load,19,1
172,2018-01-02 19:15:00,41.36,6.44,0.43,0.0,98.81,99.99,69300,Weekday,Tuesday,Maximum_Load,19,1
173,2018-01-02 19:30:00,35.96,2.52,1.37,0.0,99.76,99.93,70200,Weekday,Tuesday,Maximum_Load,19,1
174,2018-01-02 19:45:00,39.42,5.29,0.47,0.0,99.11,99.99,71100,Weekday,Tuesday,Maximum_Load,19,1
175,2018-01-02 20:00:00,38.16,4.68,0.5,0.0,99.26,99.99,72000,Weekday,Tuesday,Maximum_Load,20,1
176,2018-01-02 20:15:00,33.23,1.51,3.96,0.0,99.9,99.3,72900,Weekday,Tuesday,Medium_Load,20,1
177,2018-01-02 20:30:00,25.88,0.0,12.13,0.0,100.0,90.55,73800,Weekday,Tuesday,Medium_Load,20,1
178,2018-01-02 20:45:00,10.84,0.0,23.22,0.0,100.0,42.3,74700,Weekday,Tuesday,Medium_Load,20,1
179,2018-01-02 21:00:00,9.29,0.0,23.51,0.0,100.0,36.75,75600,Weekday,Tuesday,Medium_Load,21,1
180,2018-01-02 21:15:00,6.98,0.0,25.16,0.0,100.0,26.73,76500,Weekday,Tuesday,Medium_Load,21,1
181,2018-01-02 21:30:00,5.11,0.0,26.5,0.0,100.0,18.93,77400,Weekday,Tuesday,Medium_Load,21,1
182,2018-01-02 21:45:00,5.08,0.0,26.42,0.0,100.0,18.88,78300,Weekday,Tuesday,Medium_Load,21,1
183,2018-01-02 22:00:00,5.04,0.0,26.46,0.0,100.0,18.71,79200,Weekday,Tuesday,Medium_Load,22,1
184,2018-01-02 22:15:00,4.93,1.84,15.44,0.0,93.69,30.42,80100,Weekday,Tuesday,Maximum_Load,22,1
185,2018-01-02 22:30:00,4.64,5.22,0.0,0.0,66.44,100.0,81000,Weekday,Tuesday,Maximum_Load,22,1
186,2018-01-02 22:45:00,4.68,5.18,0.0,0.0,67.04,100.0,81900,Weekday,Tuesday,Maximum_Load,22,1
187,2018-01-02 23:00:00,4.68,5.11,0.0,0.0,67.54,100.0,82800,Weekday,Tuesday,Maximum_Load,23,1
188,2018-01-02 23:15:00,4.57,4.54,0.0,0.0,70.94,100.0,83700,Weekday,Tuesday,Light_Load,23,1
189,2018-01-02 23:30:00,4.57,4.25,0.0,0.0,73.23,100.0,84600,Weekday,Tuesday,Light_Load,23,1
190,2018-01-02 23:45:00,4.54,4.25,0.0,0.0,73.0,100.0,85500,Weekday,Tuesday,Light_Load,23,1
191,2018-01-02 00:00:00,4.61,4.21,0.0,0.0,73.84,100.0,0,Weekday,Tuesday,Light_Load,0,1
192,2018-01-03 00:15:00,4.61,4.61,0.0,0.0,70.71,100.0,900,Weekday,Wednesday,Light_Load,0,2
193,2018-01-03 00:30:00,4.61,4.54,0.0,0.0,71.25,100.0,1800,Weekday,Wednesday,Light_Load,0,2
194,2018-01-03 00:45:00,4.57,4.5,0.0,0.0,71.25,100.0,2700,Weekday,Wednesday,Light_Load,0,2
195,2018-01-03 01:00:00,4.57,4.61,0.0,0.0,70.4,100.0,3600,Weekday,Wednesday,Light_Load,1,2
196,2018-01-03 01:15:00,4.64,4.46,0.0,0.0,72.1,100.0,4500,Weekday,Wednesday,Light_Load,1,2
197,2018-01-03 01:30:00,4.64,4.57,0.0,0.0,71.25,100.0,5400,Weekday,Wednesday,Light_Load,1,2
198,2018-01-03 01:45:00,4.61,4.79,0.0,0.0,69.34,100.0,6300,Weekday,Wednesday,Light_Load,1,2
199,2018-01-03 02:00:00,4.57,4.5,0.0,0.0,71.25,100.0,7200,Weekday,Wednesday,Light_Load,2,2
200,2018-01-03 02:15:00,4.61,4.39,0.0,0.0,72.42,100.0,8100,Weekday,Wednesday,Light_Load,2,2
201,2018-01-03 02:30:00,4.64,4.75,0.0,0.0,69.88,100.0,9000,Weekday,Wednesday,Light_Load,2,2
202,2018-01-03 02:45:00,4.64,4.75,0.0,0.0,69.88,100.0,9900,Weekday,Wednesday,Light_Load,2,2
203,2018-01-03 03:00:00,4.57,4.75,0.0,0.0,69.33,100.0,10800,Weekday,Wednesday,Light_Load,3,2
204,2018-01-03 03:15:00,4.64,5.11,0.0,0.0,67.22,100.0,11700,Weekday,Wednesday,Light_Load,3,2
205,2018-01-03 03:30:00,4.64,4.72,0.0,0.0,70.1,100.0,12600,Weekday,Wednesday,Light_Load,3,2
206,2018-01-03 03:45:00,4.68,4.68,0.0,0.0,70.71,100.0,13500,Weekday,Wednesday,Light_Load,3,2
207,2018-01-03 04:00:00,4.57,4.46,0.0,0.0,71.57,100.0,14400,Weekday,Wednesday,Light_Load,4,2
208,2018-01-03 04:15:00,4.54,4.32,0.0,0.0,72.44,100.0,15300,Weekday,Wednesday,Light_Load,4,2
209,2018-01-03 04:30:00,4.61,4.46,0.0,0.0,71.87,100.0,16200,Weekday,Wednesday,Light_Load,4,2
210,2018-01-03 04:45:00,4.57,4.32,0.0,0.0,72.67,100.0,17100,Weekday,Wednesday,Light_Load,4,2
211,2018-01-03 05:00:00,4.61,4.32,0.0,0.0,72.97,100.0,18000,Weekday,Wednesday,Light_Load,5,2
212,2018-01-03 05:15:00,4.54,4.14,0.0,0.0,73.89,100.0,18900,Weekday,Wednesday,Light_Load,5,2
213,2018-01-03 05:30:00,4.57,4.21,0.0,0.0,73.55,100.0,19800,Weekday,Wednesday,Light_Load,5,2
214,2018-01-03 05:45:00,4.57,4.43,0.0,0.0,71.8,100.0,20700,Weekday,Wednesday,Light_Load,5,2
215,2018-01-03 06:00:00,4.57,4.5,0.0,0.0,71.25,100.0,21600,Weekday,Wednesday,Light_Load,6,2
216,2018-01-03 06:15:00,4.64,4.61,0.0,0.0,70.94,100.0,22500,Weekday,Wednesday,Light_Load,6,2
217,2018-01-03 06:30:00,4.57,4.36,0.0,0.0,72.35,100.0,23400,Weekday,Wednesday,Light_Load,6,2
218,2018-01-03 06:45:00,4.61,4.54,0.0,0.0,71.25,100.0,24300,Weekday,Wednesday,Light_Load,6,2
219,2018-01-03 07:00:00,4.54,4.28,0.0,0.0,72.76,100.0,25200,Weekday,Wednesday,Light_Load,7,2
220,2018-01-03 07:15:00,4.46,4.18,0.0,0.0,72.96,100.0,26100,Weekday,Wednesday,Light_Load,7,2
221,2018-01-03 07:30:00,6.12,4.25,0.0,0.0,82.14,100.0,27000,Weekday,Wednesday,Light_Load,7,2
222,2018-01-03 07:45:00,7.92,4.68,0.0,0.0,86.09,100.0,27900,Weekday,Wednesday,Light_Load,7,2
223,2018-01-03 08:00:00,9.58,4.36,0.0,0.0,91.02,100.0,28800,Weekday,Wednesday,Light_Load,8,2
224,2018-01-03 08:15:00,37.01,21.56,0.0,0.02,86.41,100.0,29700,Weekday,Wednesday,Light_Load,8,2
225,2018-01-03 08:30:00,74.59,35.86,0.0,0.03,90.13,100.0,30600,Weekday,Wednesday,Light_Load,8,2
226,2018-01-03 08:45:00,109.48,53.32,0.0,0.05,89.9,100.0,31500,Weekday,Wednesday,Light_Load,8,2
227,2018-01-03 09:00:00,105.08,31.82,0.0,0.05,95.71,100.0,32400,Weekday,Wednesday,Light_Load,9,2
228,2018-01-03 09:15:00,121.79,41.26,0.0,0.06,94.71,100.0,33300,Weekday,Wednesday,Medium_Load,9,2
229,2018-01-03 09:30:00,114.48,30.24,0.0,0.05,96.68,100.0,34200,Weekday,Wednesday,Medium_Load,9,2
